movie_id,budget,revenue,language,overview,runtime,tagline
89840,66000000,57777106,en,"Based on a shocking true story, Killer Elite pits two of the world’s most elite operatives—Danny, an ex-special ops agent and Hunter, his longtime mentor—against the cunning leader of a secret military society. Covering the globe from Australia to Paris, London and the Middle East, Danny and Hunter are plunged into a highly dangerous game of cat and mouse—where the predators become the prey.",116,May the best man live.
89862,17000,101236,en,"Two friends spend all their free time building flame-throwers and weapons of mass destruction in hopes that a global apocalypse will occur and clear the runway for their imaginary gang ""Mother Medusa"".",106,A love story with apocalyptic stakes.
89864,8000000,39187783,en,"Inspired by a true story, a comedy centered on a 27-year-old guy who learns of his cancer diagnosis and his subsequent struggle to beat the disease.",100,It takes a pair to beat the odds.
89898,7000000,0,ru,A chronicle of Russia's transition from communism to capitalism.,112,
89904,15000000,133432856,fr,"Hollywood, 1927: As silent movie star George Valentin wonders if the arrival of talking pictures will cause him to fade into oblivion, he sparks with Peppy Miller, a young dancer set for a big break.",100,A breath of fresh vintage air
89939,0,0,fr,"Gilberte is a sixteen year old girl raised by her aunt and grandmother to be a demimondaine. But she's not ready for that yet, and spends her days in lessons and in teasing Mamita's old friend, the rich playboy Gaston LaChaille, and following his affairs from afar. But when Gaston throws off his latest mistress, it looks as if Gigi just might be ready to begin her destined career.",82,
89945,61733,0,en,"A story about a boy, his robot and the consequences of his anger at the disintegration of his parents marriage.",13,"Soon Every Home Will Have a Robot Helper. Don't Worry, Your Kids Are Safe."
90057,5000000,3741098,en,"Plagued by a series of apocalyptic visions, a young husband and father questions whether to shelter his family from a coming storm, or from himself.",120,Far away from the cruel world.
90243,0,0,ja,"Shiba, a wandering ronin, encounters a band of peasants who have kidnapped the daughter of their dictatorial magistrate, in hopes of coercing from him a reduction in taxes. Shiba takes up their fight, joined by two renegades from the magistrate's guard, Sakura and Kikyo. The three outlaws find themselves in a battle to the death.",93,One...two...three Samurai filling the giant screen with flashing swordplay
90245,0,0,ja,"Catalan architect Antonio Gaudí (1852-1926) designed some of the world's most astonishing buildings, interiors, and parks; Japanese director Hiroshi Teshigahara constructed some of the most aesthetically audacious films ever made. With camera work as bold and sensual as the curves of his subject's organic structures, Teshigahara immortalizes Gaudí on film.",72,
90249,110000000,299300000,en,"Charlie Kenton is a washed-up fighter who retired from the ring when robots took over the sport. After his robot is trashed, he reluctantly teams up with his estranged son to rebuild and train an unlikely contender.",127,Courage is stronger than steel.
90343,24000000,63543328,en,"Ren MacCormack is transplanted from Boston to the small southern town of Bomont where loud music and dancing are prohibited. Not one to bow to the status quo, Ren challenges the ban, revitalizing the town and falling in love with the minister’s troubled daughter Ariel in the process.",113,There comes a time to cut loose
90345,35000000,31505287,en,"When paleontologist Kate Lloyd travels to an isolated outpost in Antarctica for the expedition of a lifetime, she joins an international team that unearths a remarkable discovery. Their elation quickly turns to fear as they realize that their experiment has freed a mysterious being from its frozen prison. Paranoia spreads like an epidemic as a creature that can mimic anything it touches will pit human against human as it tries to survive and flourish in this spine-tingling thriller.",103,It's not human. Yet.
90353,0,63931,en,"A married couple on the verge of separation are leveled by the news their 18-year-old son committed a mass-shooting at his college, then took his own life.",101,"To confront the truth, first they had to face each other."
90357,0,676111,en,"The story of Joseph, a man plagued by violence and a rage that is driving him to self-destruction. As Joseph's life spirals into turmoil a chance of redemption appears in the form of Hannah, a Christian charity shop worker. Their relationship develops to reveal that Hannah is hiding a secret of her own with devastating results on both of their lives.",93,
90374,1000000,3500000,en,"After several years of living with a cult, Martha finally escapes and calls her estranged sister, Lucy, for help. Martha finds herself at the quiet Connecticut home Lucy shares with her new husband, Ted, but the memories of what she experienced in the cult make peace hard to find. As flashbacks continue to torment her, Martha fails to shake a terrible sense of dread, especially in regard to the cult's manipulative leader.",101,You can get away. But you can never escape.
90376,7000000,10800000,en,"After her son Kevin commits a horrific act, troubled mother Eva reflects on her complicated relationship with her disturbed son as he grew from a toddler into a teenager.",113,This conversation is long overdue.
90384,0,0,en,"Navy SEALS, headed by Lt. Bobby James, are dispatched to North Korea on a covert mission, all in an effort to take out a missile site...",96,The fate of the world hangs in the balance in this explosive action-thriller.
90403,75000000,132274484,en,The hot-headed young D'Artagnan along with three former legendary but now down on their luck Musketeers must unite and defeat a beautiful double agent and her villainous employer from seizing the French throne and engulfing Europe in war.,110,Every legend has a new beginning.
90405,40000000,173900000,en,"In the not-too-distant future, the aging gene has been switched off. To avoid overpopulation, time has become the currency and the way people pay for luxuries and necessities. The rich can live forever, while the rest struggle to negotiate for their immortality. A poor young man who suddenly comes into a fortune of time finds himself on the run from a corrupt police force known as the ""time keepers"".",109,Live forever or die trying.
90428,14000000,46495,en,"A young woman witnesses a bus accident, and is caught up in the aftermath, where the question of whether or not it was intentional affects many people's lives.",150,
90430,25000000,30722632,en,"After 11-year-old Zachary Cowan strikes his classmate across the face with a stick after an argument, the victim's parents invite Zachary's parents to their Brooklyn apartment to deal with the incident in a civilized manner.",79,A new comedy of no manners
90439,3500000,19504039,en,A thriller that revolves around the key people at an investment bank over a 24-hour period during the early stages of the financial crisis.,108,Be first. Be smarter. Or cheat.
90469,5000000,207039844,en,"In 1988, young sisters Katie and Kristi befriend an invisible entity who resides in their home.",83,Discover how the activity began.
90471,0,68945,en,A lawyer who is a drug addict fights a medical-supplies corporation in court while battling his personal demons.,100,Madman. Genius. Playboy. Friend. Fool. Lawyer.
90522,45000000,160078586,en,"The most prominent heads of state in the world begin gathering for a conference that could have a major impact on global politics. When MI-7 receives word that the Chinese premier has become the target of some high-powered killers, it falls on Johnny English to save the day. Armed with the latest high-tech weaponry and gadgets that would make even James Bond jealous, the once-disgraced agent uncovers evidence of a massive conspiracy involving some of the world's most powerful organisations, and vows to redeem his tarnished reputation by stopping the killers before they can strike.",101,A little intelligence goes a long way
90524,35000000,82087155,en,"For many years, Nathan Harper has had the uneasy feeling that life with his family isn't quite what it seems. As he draws closer to uncovering the truth, he is hunted by assassins, forcing him to flee with his neighbor, Karen, the only person he can trust.",106,The fight for the truth will be the fight of his life.
90528,25000000,11790979,en,"A bored, retired rock star sets out to find his father's tormentor, an ex-Nazi war criminal who is a refugee in the U.S.",118,Never for money. Always for love.
90531,6500000,3909002,en,"Brandon, a thirty-something man living in New York, eludes intimacy with women but feeds his deepest desires with a compulsive addiction to sex. When his younger sister temporarily moves into his apartment, stirring up bitter memories of their shared painful past, Brandon's life, like his fragile mind, gets out of control.",102,
90576,20000000,30426096,en,"Ally Darling is realizing she's a little lost in life. Her latest romance has just fizzled out, and she's just been fired from her marketing job. Then she reads an eye-opening magazine article that warns that 96 percent of women who've been with 20 or more lovers are unlikely to find a husband. Determined to turn her life around and prove the article wrong, Ally embarks on a mission to find the perfect mate from among her numerous ex-boyfriends.",106,Ally's looking for the best ex of her life.
90600,0,18962444,no,An accomplished headhunter risks everything to obtain a valuable painting owned by a former mercenary.,100,The hunt is on.
90603,0,0,en,A wealthy playboy named Bruce Wayne and a Chicago cop named Jim Gordon both return to Gotham City where their lives unexpectedly intersect.,64,A merciless crime turns a man into an outlaw.
90630,750000,0,en,"The film MISS REPRESENTATION exposes how American youth are being sold the concept that women and girls’ value lies in their youth, beauty and sexuality. Explores the under-representation of women in positions of power and influence in America, and challenges the media's limited portrayal of what it means to be a powerful woman. It’s time to break that cycle of mistruths.",85,You can't be what you can't see.
,,,,,,
90717,75000000,152930623,en,"A luxury condo manager leads a staff of workers to seek payback on the Wall Street swindler who defrauded them. With only days until the billionaire gets away with the perfect crime, the unlikely crew of amateur thieves enlists the help of petty crook Slide to steal the $20 million they’re sure is hidden in the penthouse.",104,It's not just a robbery. It's payback.
90719,35000000,84606030,en,"As the face of law enforcement in the United States for almost 50 years, J. Edgar Hoover was feared and admired, reviled and revered. But behind closed doors, he held secrets that would have destroyed his image, his career, and his life.",137,The most powerful man in the world.
90738,17000000,4729855,en,"The mysterious murder of a US senator bearing the distinctive trademark of the legendary Soviet assassin 'Cassius', forces retired CIA operative, Paul Shepherson to team with rookie FBI agent, Ben Geary  to solve the crime. Having spent his career chasing Cassius, Shepherdson is convinced his nemesis is long dead, but is pushed to take on the case by his former supervisor, Tom Highland. Geary, who wrote his Master's thesis on Shepherdson's pursuit of the Soviet killer, is certain that Cassius has resurfaced.",98,Keep your enemies close
90746,130000000,373993951,en,"Intrepid young reporter, Tintin, and his loyal dog, Snowy, are thrust into a world of high adventure when they discover a ship carrying an explosive secret. As Tintin is drawn into a centuries-old mystery, Ivan Ivanovitch Sakharine suspects him of stealing a priceless treasure. Tintin and Snowy, with the help of salty, cantankerous Captain Haddock and bumbling detectives, Thompson and Thomson, travel half the world, one step ahead of their enemies, as Tintin endeavors to find the Unicorn, a sunken ship that may hold a vast fortune, but also an ancient curse.",107,"This year, discover how far adventure will take you."
90769,0,0,en,"Starsuckers is the most controversial documentary of the year, and was released in British cinemas in November 2009 to critical acclaim. It's a darkly humourous and shocking exposé of the celebrity obsessed media, that uncovers the real reasons behind our addiction to fame and blows the lid on the corporations and individuals who profit from it.",103,
90809,1000000,0,fr,"A French family moves to a new neighborhood with during the summer holidays. The story follows a 10-year-old gender non-conforming child, Laure, who experiments with their gender presentation, adopting the name Mikäel.",82,There's a new kid in town.
,,,,,,
90866,170000000,185770160,en,"Orphaned and alone except for an uncle, Hugo Cabret lives in the walls of a train station in 1930s Paris. Hugo's job is to oil and maintain the station's clocks, but to him, his more important task is to protect a broken automaton and notebook left to him by his late father. Accompanied by the goddaughter of an embittered toy merchant, Hugo embarks on a quest to solve the mystery of the automaton and find a place he can call home.",126,Unlock the secret.
90888,75000000,226904017,en,"Theseus is a mortal man chosen by Zeus to lead the fight against the ruthless King Hyperion, who is on a rampage across Greece to obtain a weapon that can destroy humanity.",110,The Gods need a hero.
90890,79000000,149700000,en,"Jack Sadelstein, a successful advertising executive in Los Angeles with a beautiful wife and kids, dreads one event each year: the Thanksgiving visit of his twin sister Jill. Jill's neediness and passive-aggressiveness is maddening to Jack, turning his normally tranquil life upside down.",91,His twin sister is coming for the holidays... ...and it ain't pretty.
90943,0,0,en,"We do not know when and how we will die. Death Row inmates do. Werner Herzog embarks on a dialogue with Death Row inmates, asks questions about life and death and looks deep into these individuals, their stories, their crimes.",105,A gaze into the abyss of the human soul.
,,,,,,
91077,20000000,177200000,en,"With his wife Elizabeth on life support after a boating accident, Hawaiian land baron Matt King takes his daughters on a trip from Oahu to Kauai to confront a young real estate broker, who was having an affair with Elizabeth before her misfortune.",115,The South Pacific ain't that terrific.
91079,250000,3542353,en,"A British college student falls for an American student, only to be separated from him when she's banned from the U.S. after overstaying her visa.",90,I Want You. I Need You. I Love You. I Miss You.
91094,45000000,165184237,en,"When Kermit the Frog and the Muppets learn that their beloved theater is slated for demolition, a sympathetic human, Gary, and his puppet brother, Walter, swoop in to help the gang put on a show and raise the $10 million they need to save the day.",103,Get ready for Muppet domination.
91104,110000000,712171856,en,The new found married bliss of Bella Swan and vampire Edward Cullen is cut short when a series of betrayals and misfortunes threatens to destroy their world.,117,Forever is just the beginning
91126,66000000,177584879,en,"On the brink of the First World War, Albert's beloved horse Joey is sold to the Cavalry by his father. Against the backdrop of the Great War, Joey begins an odyssey full of danger, joy, and sorrow, and he transforms everyone he meets along the way. Meanwhile, Albert, unable to forget his equine friend, searches the battlefields of France to find Joey and bring him home.",146,Separated by war. Tested by battle. Bound by friendship.
91128,45000000,24000000,en,"Tired of the noise and madness of New York and the crushing conventions of late Eisenhower-era America, itinerant journalist Paul Kemp travels to the pristine island of Puerto Rico to write for a local San Juan newspaper run by the downtrodden editor Lotterman. Adopting the rum-soaked lifestyle of the late ‘50s version of Hemingway’s 'The Lost Generation', Paul soon becomes entangled with a very attractive American woman and her fiancée, a businessman involved in shady property development deals.  It is within this world that Kemp ultimately discovers his true voice as a writer and integrity as a man.",120,One part outrage. One part justice. Three parts rum. Mix well.
91233,0,0,en,"When an overconfident teen alien gets behind the controls of a spaceship, he must attempt to abduct a slumbering farmer under the watchful eye of a critical instructor. But abducting humans requires precision and a gentle touch, and within a few missteps it's painfully clear why more humans don't go missing every year.",5,Failure is an option.
91261,15000000,17101695,ru,"In this hit Russian musical, a group of friends flaunts Soviet authority in 1950s Moscow by embracing jazz. When Communist Mels falls for Polly, a free-spirited jazz fan, he risks losing his party membership by associating with her rebellious crew.",130,Moscow 1955. Hot Jazz Meets Cold War.
91266,5000000,0,en,"A guy who danced with what could be the girl of his dreams at a costume ball only has one hint at her identity: the Zune she left behind as she rushed home in order to make her curfew. And with a once-in-a-lifetime opportunity in front of him, he sets out to find his masked beauty.",90,Once upon a time....can happen again.
91273,25000000,129706,en,"In a world with no guns, a mysterious drifter, a bartender and a young samurai plot revenge against a ruthless leader and his army of thugs, headed by nine diverse and deadly assassins.",124,A civilized weapon for uncivilized times
91323,25000000,34942188,en,"Noah, is not your typical entertain-the-kids-no-matter-how-boring-it-is kind of sitter. He's reluctant to take a sitting gig; he'd rather, well, be doing anything else, especially if it involves slacking. When Noah is watching the neighbor's kid he gets a booty call from his girlfriend in the city. To hook up with her, Noah takes to the streets, but his urban adventure spins out of control as he finds himself on the run from a maniacal drug lord.",81,Worst. Babysitter. Ever.
91325,40000000,55200000,en,"A year after his father's death, Oskar, a troubled young boy, discovers a mysterious key he believes was left for him by his father and embarks on a scavenger hunt to find the matching lock.",129,"This is not a story about September 11th, it's a story about every day after."
91337,1100000,659483,en,"When ladies' man David Mitchell (Paul Campbell) gives his lonely grandfather, Joe (Andy Griffith), some pointers on dating, Joe becomes a big hit with the women in his retirement community. But David strikes out with his own tricks when he tries to woo a girl named Julie (Marla Sokoloff). Now it's up to Joe to teach his grandson how to win at love without playing games. Doris Roberts and Liz Sheridan co-star in this award-winning comedy.",105,"If you want to win at love, you have to play the game."
91353,0,768488,de,"When marauding Romans capture - and catapult - their pal Getafix into lands unknown, the shrewd and cunning Asterix and his able sidekick Obelix spring into action! But their journey leads them to a strange and dangerous new world, where they must face a tribe of Indians, a stampeding herd of buffalo and a medicine man with designs on their magic potion!",85,
91355,0,22501596,fr,"Asterix and Obelix have been given a tough mission: Transform the chief's lazy nephew Justforkix into a warrior. When the Vikings abduct him and bring him back to their homeland, Asterix and Obelix must travel to Norway to rescue Justforkix.",78,
91386,130000000,150406466,en,"Mumble the penguin has a problem: his son Erik, who is reluctant to dance, encounters the Mighty Sven — a penguin who can fly! Things get worse for Mumble when the world is shaken by powerful forces, causing him to bring together the penguin nations and their allies to set things right.",100,Every step counts.
91414,10000000,151300000,en,"For hundreds of years, the Claus family has delegated the title ""Santa"" to a chosen few of its members, which can be passed down upon retirement. Each Christmas, Santa and his vast army of highly trained elves produce gifts and distribute them around the world in a one-night high-tech operation. However, when one of 600 million children to receive a gift from Santa on Christmas Eve is missed, it is deemed ‘acceptable’ to all but one—Arthur Claus, the current Santa’s misfit son deemed ineligible for the title, who executes an unauthorised rookie mission to get the last present halfway around the globe before dawn on Christmas morning.",97,Ever wonder how 2 Billion presents get delivered all in 1 night?
91470,8000000,108139,en,"Two teenage assassins accept what they think will be a quick-and-easy job, until an unexpected target throws them off their plan.",88,Too much sugar can kill you.
91483,55000000,9489829,en,"After watching their respective partners die, a cop and a hitman form an alliance in order to bring down their common enemy.",92,Revenge Never Gets Old.
91485,100000000,314975955,en,"Mr. Church reunites the Expendables for what should be an easy paycheck, but when one of their men is murdered on the job, their quest for revenge puts them deep in enemy territory and up against an unexpected threat.",103,Back for War.
91488,0,0,en,"A young boy makes a snowman one Christmas Eve, which comes to life at midnight and takes him on a magical adventure to the North Pole to meet Santa Claus.",25,
91500,75000000,694394724,en,"Every year in the ruins of what was once North America, the nation of Panem forces each of its twelve districts to send a teenage boy and girl to compete in the Hunger Games.  Part twisted entertainment, part government intimidation tactic, the Hunger Games are a nationally televised event in which “Tributes” must fight with one another until one survivor remains.  Pitted against highly-trained Tributes who have prepared for these Games their entire lives, Katniss is forced to rely upon her sharp instincts as well as the mentorship of drunken former victor Haymitch Abernathy.  If she’s ever to return home to District 12, Katniss must make impossible choices in the arena that weigh survival against humanity and life against love. The world will be watching.",142,May the odds be ever in your favor.
91529,250000000,1081041287,en,"Following the death of District Attorney Harvey Dent, Batman assumes responsibility for Dent's crimes to protect the late attorney's reputation and is subsequently hunted by the Gotham City Police Department. Eight years later, Batman encounters the mysterious Selina Kyle and the villainous Bane, a new terrorist leader who overwhelms Gotham's finest. The Dark Knight resurfaces to protect a city that has branded him an enemy.",165,A fire will rise.
91535,130000000,276600000,en,New CIA operative Aaron Cross experiences life-or-death stakes that have been triggered by the previous actions of Jason Bourne.,135,There Was Never Just One
91542,125000000,334615000,en,"There is a new criminal mastermind at large (Professor Moriarty) and not only is he Holmes’ intellectual equal, but his capacity for evil and lack of conscience may give him an advantage over the  detective.",129,The game is afoot.
91571,7700000,1072602,en,"Caius Martius, aka Coriolanus, is an arrogant and fearsome general who has built a career on protecting Rome from its enemies. Pushed by his ambitious mother to seek the position of consul, Coriolanus is at odds with the masses and unpopular with certain colleagues. When a riot results in his expulsion from Rome, Coriolanus seeks out his sworn enemy, Tullus Aufidius. Together, the pair vow to destroy the great city.",123,Nature teaches beasts to know their friends.
91622,12000000,22939027,en,"A divorced writer from the Midwest returns to her hometown to reconnect with an old flame, who's now married with a family.",94,Everyone gets old. Not everyone grows up.
91628,56000000,142000000,en,The lives of several couples and singles in New York intertwine over the course of New Year's Eve.,118,The one night anything is possible.
91630,145000000,694713380,en,"Ethan Hunt and his team are racing against time to track down a dangerous terrorist named Hendricks, who has gained access to Russian nuclear launch codes and is planning a strike on the United States. An attempt to stop him ends in an explosion causing severe destruction to the Kremlin and the IMF to be implicated in the bombing, forcing the President to disavow them. No longer being aided by the government, Ethan and his team chase Hendricks around the globe, although they might still be too late to stop a disaster.",133,No plan. No backup. No choice.
91653,50000000,120081841,en,"Benjamin has lost his wife and, in a bid to start his life over, purchases a large house that has a zoo – welcome news for his daughter, but his son is not happy about it. The zoo is in need of renovation and Benjamin sets about the work with the head keeper and the rest of the staff, but, the zoo soon runs into financial trouble.",124,A true zoo story.
91658,90000000,232617430,en,"Disgraced journalist Mikael Blomkvist investigates the disappearance of a weary patriarch's niece from 40 years ago. He is aided by the pierced, tattooed, punk computer hacker named Lisbeth Salander. As they work together in the investigation, Blomkvist and Salander uncover immense corruption beyond anything they have ever imagined.",158,"What is hidden in snow, comes forth in the thaw."
91660,30000000,64626786,en,"In Moscow, five young people lead the charge against an alien race which has attacked Earth via our power supply.",89,Survive the holidays
91666,0,0,en,"George Bird is a salesman of agricultural machinery who finds out that he hasn't long to live. On his doctor's advice, he goes to an exclusive seaside resort to spend his savings on one last holiday.",88,Guinness...The Great Lover!
91671,75000000,342695435,en,"Playing around while aboard a cruise ship, the Chipmunks and Chipettes accidentally go overboard and end up marooned in a tropical paradise. They discover their new turf is not as deserted as it seems.",87,"Sun, Sea and Squeaks."
91688,5500000,89182,en,Set in the world of mega-churches in which a former Deadhead-turned-born-again-Christian finds himself on the run from fundamentalist members of his mega-church who will do anything to protect their larger-than-life pastor.,96,Faith alone doesn’t cut it anymore
91690,0,12186625,en,"In the wake of their friends' marriages and eventual offspring, longtime pals Julie and Jason decide to have a child together without becoming a couple. By becoming ""time-share"" parents, they reason, they can experience the joys of parenthood without significantly curbing their personal freedom. However, when Julie and Jason both become involved with others, they discover that they secretly harbor romantic feelings for each other.",100,Love. Happiness. Kids. Pick two.
91784,1000000,0,en,A sharp-witted comedy that follows a group of apparent strangers in interlocking stories taking place in ten different bars during the course of one evening throughout Los Angeles.,80,"One night, ten bars, lots of mayhem."
91842,25000000,96262212,en,"When his brother-in-law runs afoul of a drug lord, family man Chris Farraday turns to a skill he abandoned long ago—smuggling—to repay the debt. But the job goes wrong, and Farraday finds himself wanted by cops, crooks and killers alike.",109,What would you hide to protect your family?
91860,0,0,nl,"Johan van der Keuken went against the grain in 1980: from Amsterdam (on April 30 with the coronation riots and squatting actions) via Paris, southern France and Italy to Egypt. He made his personal travelogue in three parts for VPRO television. Later, he fused the three parts into one long movie.",143,
91869,0,286201,en,"Beloved by children of all ages around the world, Elmo is an international icon. Few people know his creator, Kevin Clash, who dreamed of working with his idol, master puppeteer Jim Henson. Displaying his creativity and talent at a young age, Kevin ultimately found a home on Sesame Street. Narrated by Whoopi Goldberg, this documentary includes rare archival footage, interviews with Frank Oz, Rosie O’Donnell, Cheryl Henson, Joan Ganz Cooney and others and offers a behind-the-scenes look at Sesame Street and the Jim Henson Workshop.",80,
91873,25000000,31158113,en,"G.G. Sparrow faces off with her choir's newly appointed director, Vi Rose Hill, over the group's direction as they head into a national competition.",117,Dream a whole lot louder!
91890,13000000,115890792,en,"A look at the life of Margaret Thatcher, the former Prime Minister of the United Kingdom, with a focus on the price she paid for power.",105,Never Compromise.
91935,0,0,en,"Beth, a bookish teenager, befriends Emilia, an aspiring novelist who has just arrived in town. Emilia soon begins an affair with Beth's father that threatens to have devastating consequences.",90,Beautiful. smart. talented. trouble.
91947,0,0,en,A horror movie/buddy comedy about Joey and his undead friend Bart who comes back from the dead as a revenant: an articulate zombie that needs to drink blood to arrest the decomposition of his body.,110,What could be worse than having your best friend die?
91974,70000000,160112671,en,"Having escaped years of imprisonment, vampire warrioress Selene finds herself in a changed world where humans have discovered the existence of both Vampire and Lycan clans and are conducting an all-out war to eradicate both immortal species. Now Selene must battle the humans and a frightening new breed of super Lycans to ensure the death dealers' survival.",88,Vengeance Returns
91976,25000000,77278331,en,"Following a grueling five-week shift at an Alaskan oil refinery, workers led by sharpshooter John Ottway are flying home for a much-needed vacation. But a brutal storm causes their plane to crash in the frozen wilderness, and only eight men, including Ottway, survive. As they trek southward toward civilization and safety, Ottway and his companions must battle mortal injuries, the icy elements, and a pack of hungry wolves.",117,Live or die on this day.
91978,42000000,46221189,en,"An ex-cop turned con threatens to jump to his death from a Manhattan hotel rooftop. The NYPD dispatch a female police psychologist to talk him down. However, unbeknownst to the police on the scene, the suicide attempt is a cover for the biggest diamond heist ever pulled.",102,You can only push an innocent man so far
91981,10000000,0,zh,"For generations the Zhao family has wielded power, until their mortal enemy TU’AN GU slaughters the entire clan, determined to wipe out their influence forever. But one Zhao baby survives hidden by CHENG YING the doctor who delivered him. When Tu’an Gu learns of the baby’s escape he seizes every infant in the city, vowing to kill them all unless the Zhao baby is surrendered. As the tyrant’s soldiers arrive at Cheng Ying’s home the frantic doctor hides his wife with their own baby whilst surrendering the Zhao child as his own. But his family is discovered; his baby is presumed to be the Zhao heir and murdered along with his wife for harboring the infant. Now set on revenge Cheng Ying enrolls the Zhao orphan into the service of the Tu’an Gu household, plotting to use him as an instrument of vengeance when he comes of age.",128,
92008,23000000,33372606,en,A black ops soldier seeks payback after she is betrayed and left for dead.,93,They left her no choice.
92046,0,0,de,"Gangster boss Carlos orders the dodgy Viennese junkyard owner Harry to bring him a bag from Poland. Harry passes the order on to his ""best man"" Schorsch. Schorsch, not exactly the brightest, is currently without a driver's license and completely fixated on the 24-hour car race of Le Mans. So he gives the order to Mao and sends in their place the takeaway lessees Hans and Max to Poland. Their journey leads to a seemingly endless drug trip full of extraordinary phenomena.",98,
92048,0,0,en,"Nebraska cop Kathryn Bolkovac discovers a deadly sex trafficking ring while serving as a U.N. peacekeeper in post-war Bosnia. Risking her own life to save the lives of others, she uncovers an international conspiracy that is determined to stop her, no matter the cost.",112,Nothing is more dangerous than the truth.
92094,0,0,en,"A look at the evolution of Albert Einstein's theory of relativity, and Einstein's relationship with British scientist Sir Arthur Eddington, the first physicist to understand his ideas.",90,
92192,5000000,25562924,en,"Officially, Apollo 17 was the last manned mission to the moon. But a year later in 1973, three American astronauts were sent on a secret mission to the moon funded by the US Department of Defense. What you are about to see is the actual footage which the astronauts captured on that mission. While NASA denies its authenticity, others say it's the real reason we've never gone back to the moon.",86,There's a reason we've never gone back to the moon.
92198,17000000,14089528,en,"After his wife is assaulted, a husband enlists the services of a vigilante group to help him settle the score.",105,Vengeance always has a price
92234,58000000,50365377,en,"The story of the Tuskegee Airmen, the first African-American pilots to fly in a combat squadron during World War II.",125,High-Octane Action and Daring Dogfights!
92243,94000000,95311434,zh,"A Westerner finds refuge with a group of women in a church during Japan's rape of Nanking in 1937. Posing as a priest, he attempts to lead the women to safety.",146,Fighting for freedom.
92259,13000000,426590315,fr,A true story of two men who should never have met – a quadriplegic aristocrat who was injured in a paragliding accident and a young man from the projects.,113,Sometimes you have to reach into someone else's world to find out what's missing in your own.
92264,40000000,36893721,en,"An unemployed lingerie buyer convinces her bail bondsman cousin to give her a shot as a bounty hunter. Her first assignment is to track down a former cop on the run for murder – the same man who broke her heart years before. With the help of some friends and the best bounty hunter in the business, she slowly learns what it takes to be a true bounty hunter.",91,She's looking for a few not-so-good men
92309,750000,78396,en,"During the final days at the Yankee Pedlar Inn, two employees determined to reveal the hotel's haunted past begin to experience disturbing events as old guests check in for a stay.",101,Some guests never checked out.
92348,0,0,ja,"His goal is to help the weak and defenseless, but his saving a mouse makes him the most wanted in all the land. On the run from incessant, dim-witted mice, Perro befriends a young miller's boy, Pierre; together, they decide to seek fame and fortune. When they cross paths with the lovely Princess Rosa, Perro determines to get Pierre hitched to Her Royal Highness.",80,
92391,1000000,0,en,A crew from a paranormal reality television show lock themselves in a haunted psychiatric hospital. They search for evidence of paranormal activity as they shoot what ends up becoming their final episode.,93,They Were Searching For Proof.  They Found it.
92420,15000000,145000000,en,"Three high school students make an incredible discovery, leading to their developing uncanny powers beyond their understanding. As they learn to control their abilities and use them to their advantage, their lives start to spin out of control, and their darker sides begin to take over.",84,What are you capable of?
92422,32000000,129000000,en,"The story follows a young lawyer, Arthur Kipps, who is ordered to travel to a remote village and sort out a recently deceased client’s papers. As he works alone in the client’s isolated house, Kipps begins to uncover tragic secrets, his unease growing when he glimpses a mysterious woman dressed only in black. Receiving only silence from the locals, Kipps is forced to uncover the true identity of the Woman in Black on his own, leading to a desperate race against time when he discovers her true identity.",95,What did they see?
92427,0,0,de,"An actor's career takes a ""Tootsie""-like turn when he lets himself be cast as a woman in a movie.",108,
92439,0,1406224,en,"George, a lonely and fatalistic teen who's made it all the way to his senior year without ever having done a real day of work, is befriended by Sally, a popular but complicated girl who recognizes in him a kindred spirit.",83,The toughest lesson is love.
,,,,,,
92494,0,0,en,"Irish comedian Dylan Moran live at Vicar Street, Dublin.",85,
92507,85000000,208076205,en,"A dangerous CIA renegade resurfaces after a decade on the run. When the safe house he's remanded to is attacked by mercenaries, a rookie operative escapes with him. Now, the unlikely allies must stay alive long enough to uncover who wants them dead.",115,No one is safe
92509,30000000,196114570,en,"Happy young married couple Paige and Leo are, well, happy. Then a car accident puts Paige into a life-threatening coma. Upon awakening she has lost the previous five years of memories, including those of her beloved Leo, her wedding, a confusing relationship with her parents, or the ending of her relationship with her ex-fiance. Despite these complications, Leo endeavors to win her heart again and rebuild their marriage.",104,
92535,250000,1000000,en,"Recorded November 10th, 2011 as part of the New York Comedy Festival, and only available for purchase online, Louis C.K. follows up his 2010 concert film Hilarious with a new hour’s worth of shrewdly observed and periodically profane material. He starts with making his own kind of please-turn-off-your-cell-phone announcement, as well as a warning not to text or tweet during the show: “Just live your life,” he asks. Whether he’s talking about a unique way to drop a rental car off at an airport or describing why a man in his 40s should not smoke dope, it’s terrific, humane, carried-to-crazed-extremes stuff.",62,Buy The Thing
92637,0,0,ja,"A man wanders into a seemingly deserted town with his young son in search of work. But after a bit of bad luck, he joins the town's population of lost souls.",97,
92643,0,6581915,fr,"During a harsh Montréal winter, an elementary-school class is left reeling after its teacher commits suicide. Bachir Lazhar, a charismatic Algerian immigrant, steps in as the substitute teacher for the classroom of traumatized children. All the while, he must keep his personal life tucked away: the fact that he is seeking political refuge in Québec – and that he, like the children, has suffered an appalling loss.",94,
